Date,Price,Open,High,Low,Vol.,Change %
23-Oct-20,1918.50,1921.70,1930.50,1909.20,0.93K,0.04%
22-Oct-20,1917.80,1940.50,1940.50,1907.60,3.04K,-1.27%
21-Oct-20,1942.50,1925.10,1948.60,1925.10,2.51K,0.73%
20-Oct-20,1928.50,1919.20,1930.50,1911.00,1.27K,0.18%
19-Oct-20,1925.00,1918.30,1936.40,1916.60,2.12K,0.26%
16-Oct-20,1920.10,1926.90,1931.50,1915.20,1.80K,-0.13%
15-Oct-20,1922.60,1920.40,1926.60,1907.20,2.78K,0.07%
14-Oct-20,1921.20,1903.20,1930.80,1900.80,1.15K,0.68%
13-Oct-20,1908.20,1929.70,1940.20,1904.10,4.07K,-1.76%
12-Oct-20,1942.40,1950.00,1952.20,1937.20,2.74K,0.15%
9-Oct-20,1939.50,1913.20,1949.50,1913.20,3.65K,1.63%
8-Oct-20,1908.40,1902.80,1916.20,1899.00,4.42K,0.27%
7-Oct-20,1903.20,1894.50,1911.40,1890.00,4.30K,-0.93%
6-Oct-20,1921.00,1929.50,1936.90,1892.40,1.75K,-0.57%
5-Oct-20,1932.00,1921.00,1936.40,1903.50,1.07K,0.64%
2-Oct-20,1919.70,1912.20,1933.00,1910.00,0.92K,-0.46%
1-Oct-20,1928.60,1911.60,1930.00,1910.70,1.49K,1.09%
30-Sep-20,1907.80,1915.80,1920.00,1899.50,1.12K,-0.40%
29-Sep-20,1915.50,1896.00,1915.90,1895.20,2.34K,1.10%
28-Sep-20,1894.60,1877.50,1899.70,1863.30,0.74K,0.86%
25-Sep-20,1878.50,1885.50,1887.10,1867.20,0.71K,-0.53%
24-Sep-20,1888.50,1870.50,1891.00,1862.40,1.57K,0.43%
23-Sep-20,1880.40,1915.80,1920.20,1868.40,1.69K,-2.09%
22-Sep-20,1920.50,1933.20,1936.60,1916.00,0.51K,-0.14%
21-Sep-20,1923.10,1962.30,1973.90,1898.90,1.10K,-2.63%
18-Sep-20,1975.00,1974.00,1979.70,1964.80,0.33K,0.64%
17-Sep-20,1962.50,1971.60,1971.60,1950.80,0.75K,-1.05%
16-Sep-20,1983.40,1977.30,1996.80,1974.00,0.40K,0.21%
15-Sep-20,1979.30,1987.80,1995.20,1969.50,0.97K,0.13%
14-Sep-20,1976.80,1959.00,1985.10,1959.00,0.77K,0.83%
11-Sep-20,1960.60,1967.30,1971.40,1958.50,0.69K,-0.81%
10-Sep-20,1976.70,1967.40,1986.10,1962.90,0.74K,0.50%
9-Sep-20,1966.90,1950.20,1969.20,1938.60,0.79K,0.57%
8-Sep-20,1955.80,1954.00,1960.10,1924.90,1.51K,0.97%
7-Sep-20,1937.10,1940.70,1947.40,1930.45,-,-0.18%
6-Sep-20,1940.65,1941.90,1944.30,1937.65,-,-0.32%
4-Sep-20,1946.80,1951.30,1960.10,1933.90,0.56K,-0.16%
3-Sep-20,1950.00,1963.40,1965.60,1940.00,1.03K,-0.39%
2-Sep-20,1957.70,1991.80,1991.80,1951.60,2.27K,-1.70%
1-Sep-20,1991.60,2001.00,2010.80,1984.60,0.87K,0.01%
31-Aug-20,1991.40,1993.60,1994.90,1975.00,1.38K,0.27%
28-Aug-20,1986.10,1949.00,1992.20,1947.70,1.90K,2.10%
27-Aug-20,1945.20,1973.60,1998.00,1930.60,1.59K,-1.06%
26-Aug-20,1966.00,1949.60,1976.20,1922.40,0.70K,1.52%
25-Aug-20,1936.60,1952.30,1957.20,1933.80,0.83K,-0.87%
24-Aug-20,1953.50,1958.70,1983.20,1946.20,1.38K,-0.38%
21-Aug-20,1960.90,1974.50,1974.50,1933.20,0.81K,0.01%
20-Aug-20,1960.70,1954.70,1975.70,1941.60,1.57K,-1.16%
19-Aug-20,1983.70,2027.70,2028.70,1943.30,1.72K,-2.14%
18-Aug-20,2027.10,2010.60,2036.10,1999.50,1.52K,0.75%
17-Aug-20,2012.00,1971.60,2012.70,1965.60,3.05K,2.34%
14-Aug-20,1965.90,1984.40,1985.90,1957.40,0.94K,-1.06%
13-Aug-20,1987.00,1939.20,1991.00,1939.20,2.31K,1.11%
12-Aug-20,1965.20,1939.60,1975.70,1891.20,2.73K,0.07%
11-Aug-20,1963.90,2059.80,2059.80,1933.30,4.39K,-4.65%
10-Aug-20,2059.60,2059.00,2077.70,2048.00,2.80K,0.57%
7-Aug-20,2048.00,2100.30,2107.60,2046.70,3.72K,-1.98%
6-Aug-20,2089.40,2071.10,2101.10,2071.10,3.53K,1.01%
5-Aug-20,2068.60,2057.20,2087.60,2049.00,2.46K,1.41%
4-Aug-20,2039.80,2008.10,2056.40,2001.60,2.66K,1.74%
3-Aug-20,2005.00,2019.60,2025.60,1993.90,1.48K,0.02%
31-Jul-20,2004.60,1993.90,2022.40,1990.30,0.82K,0.98%
30-Jul-20,1985.20,2003.60,2003.60,1972.50,0.87K,-0.48%
29-Jul-20,1994.80,1992.30,2013.20,1974.00,0.80K,0.58%
28-Jul-20,1983.20,1986.80,2016.80,1960.00,1.16K,0.41%
27-Jul-20,1975.20,1949.50,1987.80,1949.50,3.44K,1.56%
24-Jul-20,1944.80,1931.10,1949.40,1928.90,0.70K,0.45%
23-Jul-20,1936.10,1916.00,1945.00,1911.50,1.19K,1.37%
22-Jul-20,1909.90,1885.70,1915.60,1885.40,1.24K,1.32%
21-Jul-20,1885.00,1856.80,1885.40,1856.80,0.52K,1.63%
20-Jul-20,1854.70,1852.90,1856.30,1852.90,0.24K,0.35%
17-Jul-20,1848.30,1840.60,1851.00,1840.10,0.37K,0.39%
16-Jul-20,1841.20,1857.80,1857.80,1838.80,0.57K,-0.83%
15-Jul-20,1856.70,1860.90,1860.90,1851.20,0.43K,-0.01%
14-Jul-20,1856.90,1851.40,1857.90,1843.00,0.68K,-0.12%
13-Jul-20,1859.10,1849.90,1862.20,1849.90,0.67K,0.68%
10-Jul-20,1846.50,1851.60,1859.20,1841.60,0.86K,-0.11%
9-Jul-20,1848.60,1868.30,1868.30,1847.00,0.55K,-0.92%
8-Jul-20,1865.70,1856.10,1869.80,1853.90,1.24K,0.99%
7-Jul-20,1847.50,1828.70,1847.50,1820.00,1.48K,1.10%
6-Jul-20,1827.40,1825.80,1828.60,1825.80,1.76K,2.23%
3-Jul-20,1787.60,1786.90,1788.70,1783.65,-,-1.91%
2-Jul-20,1822.40,1799.00,1821.30,1798.80,0.29K,0.57%
1-Jul-20,1812.10,1829.30,1829.30,1829.30,0.31K,-1.01%
30-Jun-20,1830.50,1820.00,1830.50,1820.00,0.20K,1.13%
29-Jun-20,1810.00,1817.60,1818.50,1813.50,0.40K,0.10%
26-Jun-20,1808.20,1788.50,1813.30,1785.30,0.29K,0.56%
25-Jun-20,1798.10,1795.00,1801.40,1792.10,0.11K,-0.23%
24-Jun-20,1802.30,1813.00,1814.50,1803.80,0.43K,-0.25%
23-Jun-20,1806.80,1799.10,1808.00,1799.10,0.23K,0.83%
22-Jun-20,1792.00,1787.00,1798.40,1783.10,0.39K,0.72%
19-Jun-20,1779.20,1771.60,1785.80,1771.60,0.58K,1.15%
18-Jun-20,1758.90,1752.90,1765.20,1739.60,0.39K,-0.32%
17-Jun-20,1764.50,1751.50,1756.80,1735.60,0.62K,-0.05%
16-Jun-20,1765.40,1763.60,1767.30,1763.60,0.43K,0.56%
15-Jun-20,1755.50,1760.50,1760.50,1760.50,0.50K,-0.56%
12-Jun-20,1765.30,1768.40,1768.50,1765.30,0.43K,-0.16%
11-Jun-20,1768.20,1777.70,1777.70,1758.90,0.83K,1.05%
10-Jun-20,1749.80,1752.00,1759.10,1749.90,0.22K,-0.07%
9-Jun-20,1751.10,1747.90,1750.00,1747.90,0.26K,0.96%
8-Jun-20,1734.50,1718.90,1734.50,1718.90,0.41K,1.30%
5-Jun-20,1712.20,1741.70,1741.70,1704.60,1.09K,-2.51%
4-Jun-20,1756.20,1747.60,1752.00,1747.60,0.84K,1.50%
3-Jun-20,1730.20,1751.80,1751.80,1718.00,1.29K,-1.49%
2-Jun-20,1756.40,1773.00,1774.50,1751.00,0.54K,-0.80%
1-Jun-20,1770.50,1775.50,1775.50,1772.80,0.38K,-0.07%
29-May-20,1771.70,1748.20,1771.50,1748.20,0.78K,1.34%
28-May-20,1748.20,1748.80,1757.30,1748.80,0.46K,0.17%
27-May-20,1745.30,1743.80,1746.00,1722.70,0.58K,0.02%
26-May-20,1744.90,1760.90,1765.00,1739.80,0.43K,1.04%
25-May-20,1727.00,1730.55,1731.35,1719.25,-,-0.21%
24-May-20,1730.65,1735.45,1735.90,1729.80,-,-2.20%
22-May-20,1769.50,1772.10,1772.10,1768.50,1.89K,0.85%
21-May-20,1754.60,1780.10,1780.10,1753.60,1.96K,-1.75%
20-May-20,1785.80,1784.70,1789.80,1778.30,0.47K,0.43%
19-May-20,1778.20,1772.20,1772.20,1772.20,0.04K,0.73%
18-May-20,1765.30,1794.00,1794.00,1767.70,0.06K,-0.96%
15-May-20,1782.50,1776.20,1781.50,1776.20,0.45K,0.89%
14-May-20,1766.70,1747.10,1747.10,1747.10,0.15K,1.40%
13-May-20,1742.30,1742.70,1746.50,1742.70,0.10K,0.50%
12-May-20,1733.70,1733.20,1734.50,1731.90,0.01K,0.41%
11-May-20,1726.70,1727.70,1734.20,1714.20,0.01K,-0.87%
8-May-20,1741.90,1747.80,1747.80,1747.80,0.17K,-0.53%
7-May-20,1751.10,1718.90,1722.80,1718.50,0.33K,2.29%
6-May-20,1711.90,1728.40,1728.40,1713.00,0.16K,-1.31%
5-May-20,1734.60,1725.80,1739.10,1725.80,0.40K,0.05%
4-May-20,1733.70,1730.00,1737.30,1730.00,0.26K,1.06%
1-May-20,1715.60,1705.70,1723.10,1688.00,0.12K,0.46%
30-Apr-20,1707.70,1706.40,1706.40,1706.40,0.05K,-0.99%
29-Apr-20,1724.80,1730.50,1730.50,1728.80,0.03K,-0.48%
28-Apr-20,1733.20,1731.80,1740.00,1712.70,3.06K,-0.01%
27-Apr-20,1733.30,1746.70,1753.00,1726.80,0.13K,-0.59%
24-Apr-20,1743.60,1758.10,1765.00,1745.00,0.06K,-0.51%
23-Apr-20,1752.50,1754.50,1757.30,1754.50,0.03K,0.46%
22-Apr-20,1744.50,1732.30,1745.50,1732.30,0.26K,3.04%
21-Apr-20,1693.10,1722.20,1722.20,1679.60,0.08K,-1.35%
20-Apr-20,1716.20,1714.10,1714.10,1713.90,0.14K,0.73%
17-Apr-20,1703.80,1714.50,1714.50,1705.10,0.11K,-1.95%
16-Apr-20,1737.60,1744.00,1771.20,1727.60,0.24K,-0.50%
15-Apr-20,1746.40,1760.70,1762.70,1736.40,0.20K,-1.43%
14-Apr-20,1771.70,1767.90,1789.80,1762.70,0.04K,0.50%
13-Apr-20,1762.80,1732.50,1758.00,1732.50,0.03K,1.28%
10-Apr-20,1740.60,1740.60,1740.60,1740.60,-,-0.74%
9-Apr-20,1753.60,1733.30,1733.30,1733.30,0.04K,4.15%
8-Apr-20,1683.80,1690.10,1690.10,1690.10,0.02K,0.04%
7-Apr-20,1683.20,1688.80,1688.80,1688.80,0.07K,-0.62%
6-Apr-20,1693.70,1685.30,1688.60,1685.30,0.11K,2.80%
3-Apr-20,1647.60,1639.00,1651.50,1625.30,0.14K,0.45%
2-Apr-20,1640.20,1636.40,1636.40,1636.40,0.29K,2.87%
1-Apr-20,1594.50,1594.40,1594.40,1594.40,0.18K,-0.32%
31-Mar-20,1599.60,1625.30,1625.30,1625.30,0.06K,-2.82%
30-Mar-20,1646.00,1646.90,1646.90,1646.90,0.10K,-0.71%
27-Mar-20,1657.70,1647.10,1647.10,1647.10,0.27K,-0.44%
26-Mar-20,1665.00,1674.30,1674.30,1659.40,0.01K,1.79%
25-Mar-20,1635.70,1650.90,1656.60,1650.50,0.06K,-1.81%
24-Mar-20,1665.90,1594.60,1653.50,1594.60,0.15K,5.10%
23-Mar-20,1585.00,1514.60,1572.80,1502.60,0.16K,5.80%
20-Mar-20,1498.10,1515.80,1515.80,1515.80,0.21K,0.30%
19-Mar-20,1493.60,1496.60,1508.00,1476.90,0.01K,0.17%
18-Mar-20,1491.00,1520.60,1520.60,1502.30,0.32K,-3.05%
17-Mar-20,1537.90,1504.50,1561.50,1476.30,0.01K,2.75%
16-Mar-20,1496.80,1467.10,1467.10,1467.00,0.19K,-2.05%
13-Mar-20,1528.20,1591.00,1591.00,1529.30,0.10K,-4.62%
12-Mar-20,1602.30,1654.30,1654.30,1581.50,0.01K,-3.13%
11-Mar-20,1654.10,1670.00,1670.00,1653.10,0.03K,-1.09%
10-Mar-20,1672.40,1675.90,1675.90,1662.10,0.19K,-0.88%
9-Mar-20,1687.30,1709.90,1710.10,1672.90,0.13K,0.02%
6-Mar-20,1687.00,1696.00,1703.60,1686.30,0.07K,0.11%
5-Mar-20,1685.10,1655.70,1671.00,1655.20,0.18K,1.43%
4-Mar-20,1661.40,1664.20,1664.50,1664.20,0.22K,-0.16%
3-Mar-20,1664.10,1606.50,1663.80,1606.50,0.06K,3.05%
2-Mar-20,1614.80,1602.50,1624.30,1600.20,0.25K,1.58%
28-Feb-20,1589.70,1595.20,1617.80,1595.20,0.56K,-4.75%
27-Feb-20,1669.00,1679.00,1684.40,1670.00,0.13K,-0.11%
26-Feb-20,1670.80,1677.60,1677.60,1677.60,0.02K,-0.47%
25-Feb-20,1678.70,1681.00,1683.60,1681.00,0.54K,-1.58%
24-Feb-20,1705.70,1707.40,1707.40,1707.40,0.91K,1.65%
21-Feb-20,1678.00,1672.30,1678.10,1672.30,0.08K,1.71%
20-Feb-20,1649.80,1641.40,1651.90,1641.40,0.12K,0.52%
19-Feb-20,1641.20,1639.80,1641.40,1636.20,0.04K,0.51%
18-Feb-20,1632.80,1617.30,1634.80,1617.30,0.07K,2.88%
17-Feb-20,1587.05,1586.15,1588.45,1581.85,-,0.05%
16-Feb-20,1586.25,1585.50,1586.25,1583.45,-,-1.83%
14-Feb-20,1615.90,1601.00,1608.40,1597.30,0.03K,0.44%
13-Feb-20,1608.80,1607.90,1608.10,1607.90,0.00K,0.46%
12-Feb-20,1601.50,1590.80,1593.90,1587.50,2.05K,0.06%
11-Feb-20,1600.50,1606.70,1606.90,1606.70,0.00K,-0.58%
10-Feb-20,1609.90,1606.70,1606.70,1606.70,0.00K,0.34%
7-Feb-20,1604.50,1591.00,1598.30,1588.40,0.00K,0.21%
6-Feb-20,1601.20,1580.70,1592.40,1579.30,0.07K,0.45%
5-Feb-20,1594.00,1579.40,1587.00,1573.00,2.05K,0.45%
4-Feb-20,1586.80,1602.30,1602.30,1576.00,0.03K,-1.62%
3-Feb-20,1612.90,1606.00,1606.00,1606.00,0.00K,-0.32%
31-Jan-20,1618.00,1599.70,1615.30,1597.70,0.00K,-0.07%
30-Jan-20,1619.20,1601.60,1612.00,1599.00,0.03K,0.78%
29-Jan-20,1606.60,1594.50,1603.60,1589.30,0.03K,0.08%
28-Jan-20,1605.30,1606.70,1607.10,1593.40,10.91K,-0.47%
27-Jan-20,1612.90,1616.80,1617.80,1616.80,0.00K,0.34%
24-Jan-20,1607.50,1595.00,1609.50,1595.00,0.05K,0.44%
23-Jan-20,1600.40,1585.00,1593.50,1580.10,1.75K,0.54%
22-Jan-20,1591.80,1583.10,1585.50,1577.60,0.07K,-0.08%
21-Jan-20,1593.10,1594.80,1594.80,1594.80,0.00K,2.04%
20-Jan-20,1561.25,1557.20,1562.70,1556.65,-,0.27%
19-Jan-20,1557.05,1557.40,1559.05,1556.45,-,-2.41%
17-Jan-20,1595.50,1578.60,1588.00,1577.10,1.54K,0.66%
16-Jan-20,1585.10,1580.40,1583.40,1575.00,0.03K,-0.23%
15-Jan-20,1588.70,1587.80,1587.80,1587.80,0.00K,0.58%
14-Jan-20,1579.60,1573.20,1573.90,1563.40,1.76K,-0.39%
13-Jan-20,1585.80,1586.80,1586.80,1574.90,2.70K,-0.60%
10-Jan-20,1595.40,1577.60,1589.60,1574.10,0.11K,0.35%
9-Jan-20,1589.90,1583.00,1587.50,1570.20,1.43K,-0.36%
8-Jan-20,1595.70,1612.60,1638.40,1612.60,0.02K,-0.93%
7-Jan-20,1610.60,1602.60,1602.60,1602.60,0.07K,0.34%
6-Jan-20,1605.20,1608.20,1612.40,1600.30,0.01K,1.06%
